sort_id,name,player_id,url,pos,draft_round,draft_overall,draft_year,college,agent
737,"taiwan jones",7844,"https://www.spotrac.com/nfl/buffalo-bills/taiwan-jones-7844/","Running Back",4,125,2011,"Eastern Washington","Wasserman Media Group"
736,"zay jones",21778,"https://www.spotrac.com/nfl/buffalo-bills/zay-jones-21778/","Wide Receiver",2,37,2017,"East Carolina","Elite Athlete Management"
735,"alex armah",21934,"https://www.spotrac.com/nfl/carolina-panthers/alex-armah-21934/","Fullback",6,192,2017,"West Georgia",""
734,"andrew norwell",14802,"https://www.spotrac.com/nfl/carolina-panthers/andrew-norwell-14802/","Guard",0,0,2014,"Ohio State",""
733,"bene benwikere",14559,"https://www.spotrac.com/nfl/carolina-panthers/bene-benwikere-14559/","Cornerback",5,148,2014,"San Jose State","Bardia Ghahremani (International Sports Agency)"
732,"brad nortman",10028,"https://www.spotrac.com/nfl/carolina-panthers/brad-nortman-10028/","Punter",6,207,2012,"Wisconsin",""
731,"byron bell",8840,"https://www.spotrac.com/nfl/carolina-panthers/byron-bell-8840/","Right Tackle",0,0,2011,"New Mexico","Plan B Sports Management"
730,"cam newton",7716,"https://www.spotrac.com/nfl/carolina-panthers/cam-newton-7716/","Quarterback",1,1,2011,"Auburn","Bus Cook, Tony Paige, Chitta Mallik ()"
729,"damiere byrd",17344,"https://www.spotrac.com/nfl/carolina-panthers/damiere-byrd-17344/","Wide Receiver",0,0,2015,"South Carolina",""
728,"dan france",14815,"https://www.spotrac.com/nfl/carolina-panthers/dan-france-14815/","Guard",0,0,2014,"Michigan State",""
727,"darius butler",5804,"https://www.spotrac.com/nfl/carolina-panthers/darius-butler-5804/","Free Safety",2,41,2009,"Connecticut","Exclusive Sports Group"
726,"ed dickson",6578,"https://www.spotrac.com/nfl/carolina-panthers/ed-dickson-6578/","Tight End",3,70,2010,"Oregon","The NOVO Agency"
725,"eric kush",12452,"https://www.spotrac.com/nfl/carolina-panthers/eric-kush-12452/","Guard",6,170,2013,"California (PA)","Chris Cabott (Zane Management)"
724,"fozzy whittaker",11759,"https://www.spotrac.com/nfl/carolina-panthers/fozzy-whittaker-11759/","Running Back",0,0,2012,"Texas",""
723,"fred ross",22116,"https://www.spotrac.com/nfl/carolina-panthers/fred-ross-22116/","Wide Receiver",0,0,2017,"Mississippi State",""
722,"greg van roten",11215,"https://www.spotrac.com/nfl/carolina-panthers/greg-van-roten-11215/","Guard",0,0,2012,"Pennsylvania",""
721,"james bradberry",19011,"https://www.spotrac.com/nfl/carolina-panthers/james-bradberry-19011/","Cornerback",2,62,2016,"Samford","Perennial Sports"
720,"john theus",19099,"https://www.spotrac.com/nfl/carolina-panthers/john-theus-19099/","Tackle",5,145,2016,"Georgia",""
719,"julius peppers",1243,"https://www.spotrac.com/nfl/carolina-panthers/julius-peppers-1243/","Defensive End",1,2,2002,"North Carolina",""
718,"kevin norwood",14534,"https://www.spotrac.com/nfl/carolina-panthers/kevin-norwood-14534/","Wide Receiver",4,123,2014,"Alabama","Deryk Gilmore (Priority Sports)"
717,"kony ealy",14470,"https://www.spotrac.com/nfl/carolina-panthers/kony-ealy-14470/","Defensive End",2,60,2014,"Missouri","Joseph Clayborne (Octagon)"
716,"ladarius gunter",17486,"https://www.spotrac.com/nfl/carolina-panthers/ladarius-gunter-17486/","Cornerback",0,0,2015,"Miami (FL)",""
715,"mario addison",8871,"https://www.spotrac.com/nfl/carolina-panthers/mario-addison-8871/","Defensive End",0,0,2011,"Troy",""
714,"martin wallace",12723,"https://www.spotrac.com/nfl/carolina-panthers/martin-wallace-12723/","Left Tackle",0,0,2013,"Temple","ProStar Sports Agency"
713,"matt moore",4942,"https://www.spotrac.com/nfl/carolina-panthers/matt-moore-4942/","Quarterback",0,0,2007,"Oregon State",""
712,"mike adams",1412,"https://www.spotrac.com/nfl/carolina-panthers/mike-adams-1412/","Free Safety",0,0,2004,"Delaware",""
711,"russell shepard",12926,"https://www.spotrac.com/nfl/carolina-panthers/russell-shepard-12926/","Wide Receiver",0,0,2013,"Louisiana State",""
710,"scott simonson",15044,"https://www.spotrac.com/nfl/carolina-panthers/scott-simonson-15044/","Tight End",0,0,2014,"Assumption",""
709,"star lotulelei",12294,"https://www.spotrac.com/nfl/carolina-panthers/star-lotulelei-12294/","Defensive Tackle",1,14,2013,"Utah","Bruce Tollner (Rep 1 Sports)"
708,"trai turner",14503,"https://www.spotrac.com/nfl/carolina-panthers/trai-turner-14503/","Guard",3,92,2014,"Louisiana State","Drew Rosenhaus (Rosenhaus Sports)"
707,"tre boston",14539,"https://www.spotrac.com/nfl/carolina-panthers/tre-boston-14539/","Free Safety",4,128,2014,"North Carolina","Bus Cook (Bus Cook Sports)"
706,"tyler gaffney",14615,"https://www.spotrac.com/nfl/carolina-panthers/tyler-gaffney-14615/","Running Back",6,204,2014,"Stanford","Rep 1 Sports"
705,"tyler patmon",15207,"https://www.spotrac.com/nfl/carolina-panthers/tyler-patmon-15207/","Cornerback",0,0,2014,"Oklahoma State","MS World"
704,"tyrus thompson",16911,"https://www.spotrac.com/nfl/carolina-panthers/tyrus-thompson-16911/","Tackle",6,185,2015,"Oklahoma","Ken Sarnoff (PlayersRep Sports)"
703,"wes horton",12686,"https://www.spotrac.com/nfl/carolina-panthers/wes-horton-12686/","Defensive End",0,0,2013,"Southern California","Rep 1 Sports"
702,"willie snead",14764,"https://www.spotrac.com/nfl/carolina-panthers/willie-snead-14764/","Wide Receiver",0,0,2014,"Ball State","Rosenhaus Sports"
701,"benny cunningham",12974,"https://www.spotrac.com/nfl/chicago-bears/benny-cunningham-12974/","Running Back",0,0,2013,"Middle Tennessee State",""
700,"bradley sowell",10254,"https://www.spotrac.com/nfl/chicago-bears/bradley-sowell-10254/","Left Tackle",0,0,2012,"Mississippi",""
699,"brian hoyer",7035,"https://www.spotrac.com/nfl/chicago-bears/brian-hoyer-7035/","Quarterback",0,0,2009,"Michigan State","Joe Linta (JL Sports)"
698,"bryce callahan",17192,"https://www.spotrac.com/nfl/chicago-bears/bryce-callahan-17192/","Cornerback",0,0,2015,"Rice",""
697,"connor barth",5144,"https://www.spotrac.com/nfl/chicago-bears/connor-barth-5144/","Kicker",0,0,2008,"North Carolina","RSR Sports Management"
696,"corey graham",1278,"https://www.spotrac.com/nfl/chicago-bears/corey-graham-1278/","Free Safety",5,168,2007,"New Hampshire","Exclusive Sports Group"
695,"daniel brown",17462,"https://www.spotrac.com/nfl/chicago-bears/daniel-brown-17462/","Tight End",0,0,2015,"James Madison",""
694,"danny trevathan",10009,"https://www.spotrac.com/nfl/chicago-bears/danny-trevathan-10009/","Inside Linebacker",6,188,2012,"Kentucky","Bus Cook (Bus Cook Sports)"
693,"darius jennings",17441,"https://www.spotrac.com/nfl/chicago-bears/darius-jennings-17441/","Wide Receiver",0,0,2015,"Virginia",""
692,"deandre houston-carson",19139,"https://www.spotrac.com/nfl/chicago-bears/deandre-houston-carson-19139/","Safety",6,185,2016,"William & Mary",""
691,"deiondre' hall",19081,"https://www.spotrac.com/nfl/chicago-bears/deiondre'-hall-19081/","failed",-1,-1,-1,"failed",""
690,"deonte thompson",10178,"https://www.spotrac.com/nfl/chicago-bears/deonte-thompson-10178/","Wide Receiver",0,0,2012,"Florida","DEC Management"
689,"dieugot joseph",22120,"https://www.spotrac.com/nfl/chicago-bears/dieugot-joseph-22120/","Tackle",0,0,2017,"Florida International",""
688,"dion sims",12387,"https://www.spotrac.com/nfl/chicago-bears/dion-sims-12387/","Tight End",4,106,2013,"Michigan State","Jason Chayut (SportStars)"
687,"eric kush",12452,"https://www.spotrac.com/nfl/chicago-bears/eric-kush-12452/","Guard",6,170,2013,"California (PA)","Chris Cabott (Zane Management)"
686,"j.t. thomas",7915,"https://www.spotrac.com/nfl/chicago-bears/j.t.-thomas-7915/","Outside Linebacker",6,195,2011,"West Virginia","Perennial Sports"
685,"jerrell freeman",8872,"https://www.spotrac.com/nfl/chicago-bears/jerrell-freeman-8872/","Inside Linebacker",0,0,2008,"Mary Hardin-Baylor",""
684,"jhajuan seales",22429,"https://www.spotrac.com/nfl/chicago-bears/jhajuan-seales-22429/","Wide Receiver",0,0,2017,"Oklahoma State",""
683,"jordan howard",19104,"https://www.spotrac.com/nfl/chicago-bears/jordan-howard-19104/","Running Back",5,150,2016,"Indiana",""
682,"jordan mills",12445,"https://www.spotrac.com/nfl/chicago-bears/jordan-mills-12445/","Right Tackle",5,163,2013,"Louisiana Tech","Scott Casterline (Team Sports Agency)"
681,"josh sitton",3748,"https://www.spotrac.com/nfl/chicago-bears/josh-sitton-3748/","Guard",4,135,2008,"Central Florida",""
680,"julius peppers",1243,"https://www.spotrac.com/nfl/chicago-bears/julius-peppers-1243/","Defensive End",1,2,2002,"North Carolina",""
679,"logan paulsen",7697,"https://www.spotrac.com/nfl/chicago-bears/logan-paulsen-7697/","Tight End",0,0,2010,"California-Los Angeles","Caric Sports Management"
678,"mario addison",8871,"https://www.spotrac.com/nfl/chicago-bears/mario-addison-8871/","Defensive End",0,0,2011,"Troy",""
677,"martin wallace",12723,"https://www.spotrac.com/nfl/chicago-bears/martin-wallace-12723/","Left Tackle",0,0,2013,"Temple","ProStar Sports Agency"
676,"matt forte",4058,"https://www.spotrac.com/nfl/chicago-bears/matt-forte-4058/","Running Back",2,44,2008,"Tulane","Adisa Bakari (Kelley Drye & Warren)"
675,"pat o'donnell",14602,"https://www.spotrac.com/nfl/chicago-bears/pat-o'donnell-14602/","failed",-1,-1,-1,"failed","Adisa Bakari (Kelley Drye & Warren)"
674,"patrick omameh",12961,"https://www.spotrac.com/nfl/chicago-bears/patrick-omameh-12961/","Guard",0,0,2013,"Michigan","Schwartz & Feinsod"
673,"quintin demps",3693,"https://www.spotrac.com/nfl/chicago-bears/quintin-demps-3693/","Strong Safety",4,117,2008,"Texas-El Paso","SportStars"
672,"stephen paea",7772,"https://www.spotrac.com/nfl/chicago-bears/stephen-paea-7772/","Defensive Tackle",2,53,2011,"Oregon State","David Dunn (Athletes First)"
671,"taquan mizzell",22476,"https://www.spotrac.com/nfl/chicago-bears/taquan-mizzell-22476/","Running Back",0,0,2017,"Virginia","Bus Cook Sports"
670,"adam-pacman jones",4983,"https://www.spotrac.com/nfl/cincinnati-bengals/adam-pacman-jones-4983/","Cornerback",1,6,2005,"West Virginia","JR Rickert ()"
669,"carl lawson",21858,"https://www.spotrac.com/nfl/cincinnati-bengals/carl-lawson-21858/","Outside Linebacker",4,116,2017,"Auburn","CAA Sports"
668,"carlos dunlap",6562,"https://www.spotrac.com/nfl/cincinnati-bengals/carlos-dunlap-6562/","Defensive End",2,54,2010,"Florida","Todd France (CAA Sports)"
667,"cedric peerman",5485,"https://www.spotrac.com/nfl/cincinnati-bengals/cedric-peerman-5485/","Running Back",6,185,2009,"Virginia","SportStars"
666,"cethan carter",22128,"https://www.spotrac.com/nfl/cincinnati-bengals/cethan-carter-22128/","Tight End",0,0,2017,"Nebraska",""
665,"christian westerman",19115,"https://www.spotrac.com/nfl/cincinnati-bengals/christian-westerman-19115/","Guard",5,161,2016,"Arizona State",""
664,"clayton fejedelem",19199,"https://www.spotrac.com/nfl/cincinnati-bengals/clayton-fejedelem-19199/","Safety",7,245,2016,"Illinois",""
663,"clint boling",7820,"https://www.spotrac.com/nfl/cincinnati-bengals/clint-boling-7820/","Guard",4,101,2011,"Georgia","SportsTrust Advisors"
662,"dan france",14815,"https://www.spotrac.com/nfl/cincinnati-bengals/dan-france-14815/","Guard",0,0,2014,"Michigan State",""
661,"darqueze dennard",14433,"https://www.spotrac.com/nfl/cincinnati-bengals/darqueze-dennard-14433/","Cornerback",1,24,2014,"Michigan State","Chafie Fields (Lagardere Unlimited)"
660,"emmett cleary",12800,"https://www.spotrac.com/nfl/cincinnati-bengals/emmett-cleary-12800/","Right Tackle",0,0,2013,"Boston College","Eastern Athletic Services"
659,"josh malone",21870,"https://www.spotrac.com/nfl/cincinnati-bengals/josh-malone-21870/","Wide Receiver",4,128,2017,"Tennessee","SportsTrust Advisors"
658,"kevin minter",12326,"https://www.spotrac.com/nfl/cincinnati-bengals/kevin-minter-12326/","Inside Linebacker",2,45,2013,"Louisiana State","Joel Segal (Lagardere Unlimited)"
657,"kevin zeitler",9837,"https://www.spotrac.com/nfl/cincinnati-bengals/kevin-zeitler-9837/","Guard",1,27,2012,"Wisconsin","Joe Panos (LMM Sports Management LLC)"
656,"marquis flowers",14623,"https://www.spotrac.com/nfl/cincinnati-bengals/marquis-flowers-14623/","Outside Linebacker",6,212,2014,"Arizona","Frank Gaitlan ()"
655,"mike windt",8356,"https://www.spotrac.com/nfl/cincinnati-bengals/mike-windt-8356/","Long Snapper",0,0,2010,"Cincinnati",""
654,"t.j. johnson",12533,"https://www.spotrac.com/nfl/cincinnati-bengals/t.j.-johnson-12533/","Center",7,251,2013,"South Carolina","Glenn Schwartzman (Alliance Sports Management)"
653,"troy hill",17199,"https://www.spotrac.com/nfl/cincinnati-bengals/troy-hill-17199/","Cornerback",0,0,2015,"Youngstown State",""
652,"austin reiter",16948,"https://www.spotrac.com/nfl/cleveland-browns/austin-reiter-16948/","Center",7,222,2015,"South Florida",""
651,"brandon weeden",9832,"https://www.spotrac.com/nfl/cleveland-browns/brandon-weeden-9832/","Quarterback",1,22,2012,"Oklahoma State","Sean Howard (Prime Athletes)"
650,"brian hoyer",7035,"https://www.spotrac.com/nfl/cleveland-browns/brian-hoyer-7035/","Quarterback",0,0,2009,"Michigan State","Joe Linta (JL Sports)"
649,"buster skrine",7856,"https://www.spotrac.com/nfl/cleveland-browns/buster-skrine-7856/","Cornerback",5,137,2011,"Tennessee-Chattanooga","SportStars"
648,"cameron erving",16743,"https://www.spotrac.com/nfl/cleveland-browns/cameron-erving-16743/","Guard",1,19,2015,"Florida State","Isaac Conner (Allegiant Athletic Agency)"
647,"chris matthews",13948,"https://www.spotrac.com/nfl/cleveland-browns/chris-matthews-13948/","Wide Receiver",0,0,2011,"Kentucky",""
646,"colt mccoy",6593,"https://www.spotrac.com/nfl/cleveland-browns/colt-mccoy-6593/","Quarterback",3,85,2010,"Texas","David Dunn (Athletes First)"
645,"dan france",14815,"https://www.spotrac.com/nfl/cleveland-browns/dan-france-14815/","Guard",0,0,2014,"Michigan State",""
644,"darius jennings",17441,"https://www.spotrac.com/nfl/cleveland-browns/darius-jennings-17441/","Wide Receiver",0,0,2015,"Virginia",""
643,"david njoku",21770,"https://www.spotrac.com/nfl/cleveland-browns/david-njoku-21770/","Tight End",1,29,2017,"Miami (FL)","First Round Management"
642,"deon king",19423,"https://www.spotrac.com/nfl/cleveland-browns/deon-king-19423/","Outside Linebacker",0,0,2016,"Norfolk State",""
641,"fozzy whittaker",11759,"https://www.spotrac.com/nfl/cleveland-browns/fozzy-whittaker-11759/","Running Back",0,0,2012,"Texas",""
640,"hayes pullard",16945,"https://www.spotrac.com/nfl/cleveland-browns/hayes-pullard-16945/","Inside Linebacker",7,219,2015,"Southern California","Paradigm Sports Management"
639,"isaiah crowell",14768,"https://www.spotrac.com/nfl/cleveland-browns/isaiah-crowell-14768/","Running Back",0,0,2014,"Alabama State","Rosenhaus Sports"
638,"james burgess",19342,"https://www.spotrac.com/nfl/cleveland-browns/james-burgess-19342/","Inside Linebacker",0,0,2016,"Louisville",""
637,"jamie meder",14717,"https://www.spotrac.com/nfl/cleveland-browns/jamie-meder-14717/","Defensive End",0,0,2014,"Ashland",""
636,"jason mccourty",6048,"https://www.spotrac.com/nfl/cleveland-browns/jason-mccourty-6048/","Cornerback",6,203,2009,"Rutgers","Young Money APAA Sports"
635,"jordan poyer",12500,"https://www.spotrac.com/nfl/cleveland-browns/jordan-poyer-12500/","Free Safety",7,218,2013,"Oregon State","Zeke Sandhu (Elite Athlete Management)"
634,"kevin hogan",19116,"https://www.spotrac.com/nfl/cleveland-browns/kevin-hogan-19116/","Quarterback",5,162,2016,"Stanford",""
633,"kevin zeitler",9837,"https://www.spotrac.com/nfl/cleveland-browns/kevin-zeitler-9837/","Guard",1,27,2012,"Wisconsin","Joe Panos (LMM Sports Management LLC)"
632,"larry ogunjobi",21807,"https://www.spotrac.com/nfl/cleveland-browns/larry-ogunjobi-21807/","Defensive Tackle",3,65,2017,"Charlotte","CAA Sports"
631,"marcus burley",12822,"https://www.spotrac.com/nfl/cleveland-browns/marcus-burley-12822/","Cornerback",0,0,2013,"Delaware",""
630,"martin wallace",12723,"https://www.spotrac.com/nfl/cleveland-browns/martin-wallace-12723/","Left Tackle",0,0,2013,"Temple","ProStar Sports Agency"
629,"mike adams",1412,"https://www.spotrac.com/nfl/cleveland-browns/mike-adams-1412/","Free Safety",0,0,2004,"Delaware",""
628,"nate orchard",16775,"https://www.spotrac.com/nfl/cleveland-browns/nate-orchard-16775/","Outside Linebacker",2,51,2015,"Utah","Priority Sports"
627,"phil dawson",1445,"https://www.spotrac.com/nfl/cleveland-browns/phil-dawson-1445/","Kicker",0,0,1998,"Texas",""
626,"reggie porter",22212,"https://www.spotrac.com/nfl/cleveland-browns/reggie-porter-22212/","Cornerback",0,0,2017,"Utah",""
625,"ricardo louis",19068,"https://www.spotrac.com/nfl/cleveland-browns/ricardo-louis-19068/","Wide Receiver",4,114,2016,"Auburn",""
624,"robert turbin",9919,"https://www.spotrac.com/nfl/cleveland-browns/robert-turbin-9919/","Running Back",4,106,2012,"Utah State","Joe Panos (LMM Sports Management LLC)"
623,"scooby wright",19204,"https://www.spotrac.com/nfl/cleveland-browns/scooby-wright-19204/","Inside Linebacker",7,250,2016,"Arizona","CSE"
622,"seth devalve",19092,"https://www.spotrac.com/nfl/cleveland-browns/seth-devalve-19092/","Tight End",4,138,2016,"Princeton",""
621,"shon coleman",19026,"https://www.spotrac.com/nfl/cleveland-browns/shon-coleman-19026/","Tackle",3,76,2016,"Auburn",""
620,"spencer drango",19122,"https://www.spotrac.com/nfl/cleveland-browns/spencer-drango-19122/","Guard",5,168,2016,"Baylor","SportsTrust Advisors"
619,"stephen paea",7772,"https://www.spotrac.com/nfl/cleveland-browns/stephen-paea-7772/","Defensive Tackle",2,53,2011,"Oregon State","David Dunn (Athletes First)"
618,"terrance west",14505,"https://www.spotrac.com/nfl/cleveland-browns/terrance-west-14505/","Running Back",3,94,2014,"Towson","Pro Football Syndicate ()"
617,"travis benjamin",9913,"https://www.spotrac.com/nfl/cleveland-browns/travis-benjamin-9913/","Wide Receiver",4,100,2012,"Miami (FL)","Impact Sports"
616,"willie snead",14764,"https://www.spotrac.com/nfl/cleveland-browns/willie-snead-14764/","Wide Receiver",0,0,2014,"Ball State","Rosenhaus Sports"
615,"adam-pacman jones",4983,"https://www.spotrac.com/nfl/dallas-cowboys/adam-pacman-jones-4983/","Cornerback",1,6,2005,"West Virginia","JR Rickert ()"
614,"andre holmes",8858,"https://www.spotrac.com/nfl/dallas-cowboys/andre-holmes-8858/","Wide Receiver",0,0,2011,"HIllsdale","Ultimate Sports Agency"
613,"anthony brown",19143,"https://www.spotrac.com/nfl/dallas-cowboys/anthony-brown-19143/","Cornerback",6,189,2016,"Purdue",""
612,"bene benwikere",14559,"https://www.spotrac.com/nfl/dallas-cowboys/bene-benwikere-14559/","Cornerback",5,148,2014,"San Jose State","Bardia Ghahremani (International Sports Agency)"
611,"brandon weeden",9832,"https://www.spotrac.com/nfl/dallas-cowboys/brandon-weeden-9832/","Quarterback",1,22,2012,"Oklahoma State","Sean Howard (Prime Athletes)"
610,"byron bell",8840,"https://www.spotrac.com/nfl/dallas-cowboys/byron-bell-8840/","Right Tackle",0,0,2011,"New Mexico","Plan B Sports Management"
609,"casey kreiter",14842,"https://www.spotrac.com/nfl/dallas-cowboys/casey-kreiter-14842/","Long Snapper",0,0,2014,"Iowa",""
608,"chris mccain",15193,"https://www.spotrac.com/nfl/dallas-cowboys/chris-mccain-15193/","Outside Linebacker",0,0,2014,"California",""
607,"cole beasley",10318,"https://www.spotrac.com/nfl/dallas-cowboys/cole-beasley-10318/","Wide Receiver",0,0,2012,"Southern Methodist",""
606,"damien wilson",16853,"https://www.spotrac.com/nfl/dallas-cowboys/damien-wilson-16853/","Outside Linebacker",4,127,2015,"Minnesota","Jason Chayut (SportStars)"
605,"dan bailey",8856,"https://www.spotrac.com/nfl/dallas-cowboys/dan-bailey-8856/","Kicker",0,0,2011,"Oklahoma State","Willis & Woy"
604,"david irving",17136,"https://www.spotrac.com/nfl/dallas-cowboys/david-irving-17136/","Defensive Tackle",0,0,2015,"Iowa State","Tony Fleming, Louis Bing (Ambition Sports Management)"
603,"demarcus lawrence",14443,"https://www.spotrac.com/nfl/dallas-cowboys/demarcus-lawrence-14443/","Defensive End",2,34,2014,"Boise State","David Canter (DEC Management)"
602,"deon king",19423,"https://www.spotrac.com/nfl/dallas-cowboys/deon-king-19423/","Outside Linebacker",0,0,2016,"Norfolk State",""
601,"emmett cleary",12800,"https://www.spotrac.com/nfl/dallas-cowboys/emmett-cleary-12800/","Right Tackle",0,0,2013,"Boston College","Eastern Athletic Services"
600,"ezekiel elliott",18952,"https://www.spotrac.com/nfl/dallas-cowboys/ezekiel-elliott-18952/","Running Back",1,4,2016,"Ohio State","Alliance Sports Management"
599,"jason witten",2461,"https://www.spotrac.com/nfl/dallas-cowboys/jason-witten-2461/","Tight End",3,69,2003,"Tennessee","Tom Condon (CAA Sports)"
598,"jermey parnell",8941,"https://www.spotrac.com/nfl/dallas-cowboys/jermey-parnell-8941/","Right Tackle",0,0,2009,"Mississippi",""
597,"jordan mills",12445,"https://www.spotrac.com/nfl/dallas-cowboys/jordan-mills-12445/","Right Tackle",5,163,2013,"Louisiana Tech","Scott Casterline (Team Sports Agency)"
596,"jourdan lewis",21834,"https://www.spotrac.com/nfl/dallas-cowboys/jourdan-lewis-21834/","Cornerback",3,92,2017,"Michigan","DEAL Elite Athlete Management"
595,"justin durant",4134,"https://www.spotrac.com/nfl/dallas-cowboys/justin-durant-4134/","Outside Linebacker",2,48,2007,"Hampton",""
594,"keith smith",14852,"https://www.spotrac.com/nfl/dallas-cowboys/keith-smith-14852/","Fullback",0,0,2014,"San Jose State",""
593,"korey toomer",9975,"https://www.spotrac.com/nfl/dallas-cowboys/korey-toomer-9975/","Inside Linebacker",5,154,2012,"Idaho",""
592,"kyle wilber",9931,"https://www.spotrac.com/nfl/dallas-cowboys/kyle-wilber-9931/","Outside Linebacker",4,113,2012,"Wake Forest","Andy Ross (Select Sports Group)"
591,"maliek collins",19016,"https://www.spotrac.com/nfl/dallas-cowboys/maliek-collins-19016/","Defensive Tackle",3,67,2016,"Nebraska",""
590,"matt moore",4942,"https://www.spotrac.com/nfl/dallas-cowboys/matt-moore-4942/","Quarterback",0,0,2007,"Oregon State",""
589,"orlando scandrick",2448,"https://www.spotrac.com/nfl/dallas-cowboys/orlando-scandrick-2448/","Cornerback",5,143,2008,"Boise State","BTI Sports Advisors"
588,"randy gregory",16784,"https://www.spotrac.com/nfl/dallas-cowboys/randy-gregory-16784/","Outside Linebacker",2,60,2015,"Nebraska","Priority Sports"
587,"rico gathers",19171,"https://www.spotrac.com/nfl/dallas-cowboys/rico-gathers-19171/","Tight End",6,217,2016,"Baylor",""
586,"robert turbin",9919,"https://www.spotrac.com/nfl/dallas-cowboys/robert-turbin-9919/","Running Back",4,106,2012,"Utah State","Joe Panos (LMM Sports Management LLC)"
585,"ryan russell",16889,"https://www.spotrac.com/nfl/dallas-cowboys/ryan-russell-16889/","Defensive End",5,163,2015,"Purdue","Eastern Athletic Services"
584,"sam young",6687,"https://www.spotrac.com/nfl/dallas-cowboys/sam-young-6687/","Left Tackle",6,179,2010,"Notre Dame",""
583,"stephen paea",7772,"https://www.spotrac.com/nfl/dallas-cowboys/stephen-paea-7772/","Defensive Tackle",2,53,2011,"Oregon State","David Dunn (Athletes First)"
582,"tyler patmon",15207,"https://www.spotrac.com/nfl/dallas-cowboys/tyler-patmon-15207/","Cornerback",0,0,2014,"Oklahoma State","MS World"
581,"xavier woods",21933,"https://www.spotrac.com/nfl/dallas-cowboys/xavier-woods-21933/","Safety",6,191,2017,"Louisiana Tech","First-Round Management"
580,"aqib talib",3024,"https://www.spotrac.com/nfl/denver-broncos/aqib-talib-3024/","Cornerback",1,20,2008,"Kansas",""
579,"ben garland",7610,"https://www.spotrac.com/nfl/denver-broncos/ben-garland-7610/","Guard",0,0,2010,"Air Force",""
578,"brett kern",3173,"https://www.spotrac.com/nfl/denver-broncos/brett-kern-3173/","Punter",0,0,2008,"Toledo",""
577,"c.j. anderson",12553,"https://www.spotrac.com/nfl/denver-broncos/c.j.-anderson-12553/","Running Back",0,0,2013,"California",""
576,"casey kreiter",14842,"https://www.spotrac.com/nfl/denver-broncos/casey-kreiter-14842/","Long Snapper",0,0,2014,"Iowa",""
575,"connor barth",5144,"https://www.spotrac.com/nfl/denver-broncos/connor-barth-5144/","Kicker",0,0,2008,"North Carolina","RSR Sports Management"
574,"connor mcgovern",19098,"https://www.spotrac.com/nfl/denver-broncos/connor-mcgovern-19098/","Center",5,144,2016,"Missouri",""
573,"danny trevathan",10009,"https://www.spotrac.com/nfl/denver-broncos/danny-trevathan-10009/","Inside Linebacker",6,188,2012,"Kentucky","Bus Cook (Bus Cook Sports)"
572,"elvis dumervil",2495,"https://www.spotrac.com/nfl/denver-broncos/elvis-dumervil-2495/","Outside Linebacker",4,126,2006,"Louisville","CAA Sports"
571,"henry krieger-coble",19270,"https://www.spotrac.com/nfl/denver-broncos/henry-krieger-coble-19270/","Tight End",0,0,2016,"Iowa",""
570,"isaiah burse",14860,"https://www.spotrac.com/nfl/denver-broncos/isaiah-burse-14860/","Wide Receiver",0,0,2014,"Fresno State","SportStars"
569,"jamaal charles",4374,"https://www.spotrac.com/nfl/denver-broncos/jamaal-charles-4374/","Running Back",3,73,2008,"Texas","3SG Sports Management Group"
568,"jon halapio",14590,"https://www.spotrac.com/nfl/denver-broncos/jon-halapio-14590/","Center",6,179,2014,"Florida","Douglas Eldridge ()"
567,"jordan taylor",16995,"https://www.spotrac.com/nfl/denver-broncos/jordan-taylor-16995/","Wide Receiver",0,0,2015,"Rice",""
566,"julius thomas",7848,"https://www.spotrac.com/nfl/denver-broncos/julius-thomas-7848/","Tight End",4,129,2011,"Portland State","Frank Bauer (Sun West Sports)"
565,"kyle sloter",22017,"https://www.spotrac.com/nfl/denver-broncos/kyle-sloter-22017/","Quarterback",0,0,2017,"Northern Colorado",""
564,"matt paradis",14618,"https://www.spotrac.com/nfl/denver-broncos/matt-paradis-14618/","Center",6,207,2014,"Boise State","Mook Williams ()"
563,"menelik watson",12323,"https://www.spotrac.com/nfl/denver-broncos/menelik-watson-12323/","Right Tackle",2,42,2013,"Florida State","Pat Dye Jr. (SportsTrust Advisors)"
562,"michael schofield",14506,"https://www.spotrac.com/nfl/denver-broncos/michael-schofield-14506/","Guard",3,95,2014,"Michigan","Elevate Sports Mgmt ()"
561,"mike adams",1412,"https://www.spotrac.com/nfl/denver-broncos/mike-adams-1412/","Free Safety",0,0,2004,"Delaware",""
560,"paxton lynch",18974,"https://www.spotrac.com/nfl/denver-broncos/paxton-lynch-18974/","Quarterback",1,26,2016,"Memphis","Leigh Steinberg (Steinberg Sports)"
559,"shane ray",16747,"https://www.spotrac.com/nfl/denver-broncos/shane-ray-16747/","Outside Linebacker",1,23,2015,"Missouri","Tony Fleming (Impact Sports)"
558,"sylvester williams",12308,"https://www.spotrac.com/nfl/denver-broncos/sylvester-williams-12308/","Defensive Tackle",1,28,2013,"North Carolina","Todd France (CAA Sports)"
557,"trevor siemian",16976,"https://www.spotrac.com/nfl/denver-broncos/trevor-siemian-16976/","Quarterback",7,250,2015,"Northwestern","Sloan Sports"
